Driver.code,Q1_time,Q2_time,Q3_time,air_temp_mid,avg_lap_time,avg_tyre_life,constructor,driver,driverId,finishing_position,grid_position,humidity_mid,lapTime_best_sec,lapTime_mean_sec,lapTime_std_sec,laps_count,laps_total,num_pit_stops,pit_avg_duration_sec,pit_first_lap,pit_last_lap,pit_min_duration_sec,pit_stop_count,pit_total_duration_sec,points,qualiPosition,race_name,rainfall_mid,round,season,track_temp_mid,weather_airTemp_max,weather_airTemp_mean,weather_airTemp_min,weather_hours,weather_humidity_mean,weather_precip_total,weather_pressure_mean,weather_wind_mean,year,session_type,made_Q2,made_Q3,eliminated_in_Q1,eliminated_in_Q2,eliminated_in_Q3,qualifying_round_reached,pitted,multi_stop,one_stop
STR,1:29.335,1:28.962,1:28.945,26.4,96.024,8.5,Aston Martin,STR,stroll,20.0,5.0,55,95.239,96.3374,1.593345003,5.0,5.0,1,21.15,13.0,13.0,21.15,1.0,21.15,0,6.0,Saudi Arabian Grand Prix,False,2,2023,31.7,30.6,24.85416667,18.8,24.0,48.25,0.0,1011.575,16.26666667,2023,race,True,True,False,False,True,3,True,False,True
TSU,1:29.939,,,26.4,96.559319,25.0,AlphaTauri,TSU,tsunoda,11.0,16.0,55,96.705,98.9242,3.766264555,5.0,5.0,1,21.414,17.0,17.0,21.414,1.0,21.414,0,16.0,Saudi Arabian Grand Prix,False,2,2023,31.7,30.6,24.85416667,18.8,24.0,48.25,0.0,1011.575,16.26666667,2023,race,False,False,True,False,False,1,True,False,True
VER,1:28.761,1:49.953,,26.4,94.087893,25.0,Red Bull Racing,VER,max_verstappen,2.0,15.0,55,95.359,98.258,3.978549673,5.0,5.0,1,20.824,18.0,18.0,20.824,1.0,20.824,19,15.0,Saudi Arabian Grand Prix,False,2,2023,31.7,30.6,24.85416667,18.8,24.0,48.25,0.0,1011.575,16.26666667,2023,race,True,False,False,True,False,2,True,False,True
ZHO,1:29.654,1:29.461,,26.4,97.017869,16.66666667,Alfa Romeo,ZHO,zhou,13.0,11.0,55,96.26,98.0224,3.659401905,5.0,5.0,2,21.4925,11.0,18.0,21.282,2.0,42.985,0,12.0,Saudi Arabian Grand Prix,False,2,2023,31.7,30.6,24.85416667,18.8,24.0,48.25,0.0,1011.575,16.26666667,2023,race,True,False,False,True,False,2,True,True,False
ALB,1:17.962,1:17.761,1:17.609,17.9,102.9735,7.0,Williams,ALB,albon,19.0,8.0,51,83.639,106.8984,23.05555028,5.0,5.0,0,,,,,0.0,,0,8.0,Australian Grand Prix,False,3,2023,31.7,17.9,12.69583333,6.8,24.0,79.58333333,0.0,1020.166667,8.191666667,2023,race,True,True,False,False,True,3,False,False,False
ALO,1:17.832,1:17.283,1:17.139,17.9,85.77373,19.33333333,Aston Martin,ALO,alonso,3.0,4.0,51,82.603,102.6598333,22.94098566,6.0,6.0,3,,8.0,57.0,,3.0,0.0,15,4.0,Australian Grand Prix,False,3,2023,31.7,17.9,12.69583333,6.8,24.0,79.58333333,0.0,1020.166667,8.191666667,2023,race,True,True,False,False,True,3,True,True,False
BOT,1:18.714,,,17.9,85.815854,19.33333333,Alfa Romeo,BOT,bottas,11.0,19.0,51,84.849,109.0706,22.95066767,5.0,5.0,6,20.742,1.0,57.0,19.825,6.0,41.484,0,19.0,Australian Grand Prix,False,3,2023,31.7,17.9,12.69583333,6.8,24.0,79.58333333,0.0,1020.166667,8.191666667,2023,race,False,False,True,False,False,1,True,True,False
DEV,1:18.450,1:18.335,,17.9,88.180551,19.0,AlphaTauri,DEV,de_vries,15.0,15.0,51,85.025,108.3246,21.33362342,5.0,5.0,4,18.08,8.0,55.0,18.08,4.0,18.08,0,15.0,Australian Grand Prix,False,3,2023,31.7,17.9,12.69583333,6.8,24.0,79.58333333,0.0,1020.166667,8.191666667,2023,race,True,False,False,True,False,2,True,True,False
GAS,1:18.312,1:17.574,1:17.675,17.9,86.08175,19.0,Alpine,GAS,gasly,13.0,9.0,51,84.29,107.2818,22.19812879,5.0,5.0,2,,8.0,55.0,,2.0,0.0,0,9.0,Australian Grand Prix,False,3,2023,31.7,17.9,12.69583333,6.8,24.0,79.58333333,0.0,1020.166667,8.191666667,2023,race,True,True,False,False,True,3,True,True,False
HAM,1:17.689,1:17.551,1:17.104,17.9,86.393673,19.33333333,Mercedes,HAM,hamilton,2.0,3.0,51,82.89,102.2055,23.88284111,6.0,6.0,3,,8.0,57.0,,3.0,0.0,18,3.0,Australian Grand Prix,False,3,2023,31.7,17.9,12.69583333,6.8,24.0,79.58333333,0.0,1020.166667,8.191666667,2023,race,True,True,False,False,True,3,True,True,False
HUL,1:18.029,1:17.412,1:17.735,17.9,86.529365,19.33333333,Haas F1 Team,HUL,hulkenberg,7.0,10.0,51,84.295,107.4112,22.0688209,5.0,5.0,3,,8.0,57.0,,3.0,0.0,6,10.0,Australian Grand Prix,False,3,2023,31.7,17.9,12.69583333,6.8,24.0,79.58333333,0.0,1020.166667,8.191666667,2023,race,True,True,False,False,True,3,True,True,False
LEC,1:18.218,1:17.390,1:17.369,17.9,88.088481,1.0,Ferrari,LEC,leclerc,20.0,7.0,51,84.746,115.4628333,26.03427735,,,0,,,,,0.0,,0,7.0,Australian Grand Prix,False,3,2023,31.7,17.9,12.69583333,6.8,24.0,79.58333333,0.0,1020.166667,8.191666667,2023,race,True,True,False,False,True,3,False,False,False
MAG,1:18.159,1:18.129,,17.9,86.609306,26.5,Haas F1 Team,MAG,kevin_magnussen,17.0,14.0,51,85.054,108.0216,21.08535706,5.0,5.0,2,20.789,7.0,8.0,20.789,2.0,20.789,0,14.0,Australian Grand Prix,False,3,2023,31.7,17.9,12.69583333,6.8,24.0,79.58333333,0.0,1020.166667,8.191666667,2023,race,True,False,False,True,False,2,True,True,False
NOR,1:18.243,1:18.119,,17.9,86.561673,19.33333333,McLaren,NOR,norris,6.0,13.0,51,84.732,107.8704,21.20235549,5.0,5.0,3,,8.0,57.0,,3.0,0.0,8,13.0,Australian Grand Prix,False,3,2023,31.7,17.9,12.69583333,6.8,24.0,79.58333333,0.0,1020.166667,8.191666667,2023,race,True,False,False,True,False,2,True,True,False
OCO,1:17.770,1:17.768,,17.9,85.24732,19.0,Alpine,OCO,ocon,14.0,11.0,51,84.974,108.4912,21.23294392,5.0,5.0,3,18.056,1.0,55.0,18.056,3.0,18.056,0,11.0,Australian Grand Prix,False,3,2023,31.7,17.9,12.69583333,6.8,24.0,79.58333333,0.0,1020.166667,8.191666667,2023,race,True,False,False,True,False,2,True,True,False
PER,,,,17.9,84.025387,14.5,Red Bull Racing,PER,perez,5.0,20.0,51,84.501,108.8286,23.59218469,5.0,5.0,5,17.7355,1.0,57.0,17.657,5.0,35.471,11,20.0,Australian Grand Prix,False,3,2023,31.7,17.9,12.69583333,6.8,24.0,79.58333333,0.0,1020.166667,8.191666667,2023,race,False,False,False,False,False,1,True,True,False
PIA,1:18.517,,,17.9,86.580235,19.33333333,McLaren,PIA,piastri,8.0,16.0,51,84.996,108.1316,21.12988933,5.0,5.0,4,19.442,8.0,57.0,19.442,4.0,19.442,4,16.0,Australian Grand Prix,False,3,2023,31.7,17.9,12.69583333,6.8,24.0,79.58333333,0.0,1020.166667,8.191666667,2023,race,False,False,True,False,False,1,True,True,False
RUS,1:17.654,1:17.513,1:16.968,17.9,92.616071,9.0,Mercedes,RUS,russell,18.0,2.0,51,83.134,102.0993333,24.34974497,6.0,6.0,2,19.146,7.0,8.0,19.146,2.0,19.146,0,2.0,Australian Grand Prix,False,3,2023,31.7,17.9,12.69583333,6.8,24.0,79.58333333,0.0,1020.166667,8.191666667,2023,race,True,True,False,False,True,3,True,True,False
SAI,1:17.928,1:17.349,1:17.270,17.9,85.660313,19.33333333,Ferrari,SAI,sainz,12.0,5.0,51,82.809,102.525,23.22752153,6.0,6.0,4,18.319,7.0,57.0,18.319,4.0,18.319,0,5.0,Australian Grand Prix,False,3,2023,31.7,17.9,12.69583333,6.8,24.0,79.58333333,0.0,1020.166667,8.191666667,2023,race,True,True,False,False,True,3,True,True,False
SAR,1:18.557,,,17.9,85.536456,9.5,Williams,SAR,sargeant,16.0,18.0,51,85.136,109.2602,23.42788807,5.0,5.0,6,18.85266667,1.0,55.0,18.382,6.0,56.558,0,18.0,Australian Grand Prix,False,3,2023,31.7,17.9,12.69583333,6.8,24.0,79.58333333,0.0,1020.166667,8.191666667,2023,race,False,False,True,False,False,1,True,True,False
STR,1:17.873,1:17.616,1:17.308,17.9,86.121269,19.33333333,Aston Martin,STR,stroll,4.0,6.0,51,83.937,107.0546,22.68326038,5.0,5.0,3,,8.0,57.0,,3.0,0.0,12,6.0,Australian Grand Prix,False,3,2023,31.7,17.9,12.69583333,6.8,24.0,79.58333333,0.0,1020.166667,8.191666667,2023,race,True,True,False,False,True,3,True,True,False
TSU,1:18.471,1:18.099,,17.9,87.099137,19.33333333,AlphaTauri,TSU,tsunoda,10.0,12.0,51,84.62,107.7384,21.62157384,5.0,5.0,4,18.258,8.0,57.0,18.258,4.0,18.258,1,12.0,Australian Grand Prix,False,3,2023,31.7,17.9,12.69583333,6.8,24.0,79.58333333,0.0,1020.166667,8.191666667,2023,race,True,False,False,True,False,2,True,True,False
VER,1:17.384,1:17.056,1:16.732,17.9,85.469384,19.33333333,Red Bull Racing,VER,max_verstappen,1.0,1.0,51,82.843,102.2785,23.65416533,6.0,6.0,3,,8.0,57.0,,3.0,0.0,25,1.0,Australian Grand Prix,False,3,2023,31.7,17.9,12.69583333,6.8,24.0,79.58333333,0.0,1020.166667,8.191666667,2023,race,True,True,False,False,True,3,True,True,False
ZHO,1:18.540,,,17.9,85.467755,19.33333333,Alfa Romeo,ZHO,zhou,9.0,17.0,51,84.847,108.7182,21.92728852,5.0,5.0,5,20.416,1.0,57.0,18.951,5.0,40.832,2,17.0,Australian Grand Prix,False,3,2023,31.7,17.9,12.69583333,6.8,24.0,79.58333333,0.0,1020.166667,8.191666667,2023,race,False,False,True,False,False,1,True,True,False
ALB,1:42.171,1:41.818,,25.0,110.446918,25.5,Williams,ALB,albon,12.0,12.0,50,108.689,110.8842,4.101040197,5.0,5.0,1,21.103,7.0,7.0,21.103,1.0,21.103,0,13.0,Azerbaijan Grand Prix,False,4,2023,42.4,26.7,20.20416667,16.1,24.0,68.79166667,1.5,1006.395833,16.0,2023,race,True,False,False,True,False,2,True,False,True
ALO,1:41.720,1:41.370,1:41.253,25.0,106.422562,25.5,Aston Martin,ALO,alonso,4.0,6.0,50,107.782,109.1318,2.724367486,5.0,5.0,1,23.148,11.0,11.0,23.148,1.0,23.148,12,6.0,Azerbaijan Grand Prix,False,4,2023,42.4,26.7,20.20416667,16.1,24.0,68.79166667,1.5,1006.395833,16.0,2023,race,True,True,False,False,True,3,True,False,True
BOT,1:42.582,1:42.259,,25.0,108.857395,16.66666667,Alfa Romeo,BOT,bottas,18.0,13.0,50,108.992,111.9146,5.68744796,5.0,5.0,3,21.44433333,6.0,34.0,20.967,3.0,64.333,0,14.0,Azerbaijan Grand Prix,False,4,2023,42.4,26.7,20.20416667,16.1,24.0,68.79166667,1.5,1006.395833,16.0,2023,race,True,False,False,True,False,2,True,True,False
DEV,1:55.282,,,25.0,110.627,10.0,AlphaTauri,DEV,de_vries,20.0,18.0,50,108.781,111.7164,5.260911404,5.0,5.0,0,,,,,0.0,,0,20.0,Azerbaijan Grand Prix,False,4,2023,42.4,26.7,20.20416667,16.1,24.0,68.79166667,1.5,1006.395833,16.0,2023,race,False,False,True,False,False,1,False,False,False
GAS,1:44.853,,,25.0,110.187872,25.5,Alpine,GAS,gasly,14.0,17.0,50,108.873,112.175,4.586776046,5.0,5.0,2,20.702,5.0,23.0,20.235,2.0,41.404,0,19.0,Azerbaijan Grand Prix,False,4,2023,42.4,26.7,20.20416667,16.1,24.0,68.79166667,1.5,1006.395833,16.0,2023,race,False,False,True,False,False,1,True,True,False
HAM,1:42.113,1:41.177,1:41.177,25.0,108.53202,25.5,Mercedes,HAM,hamilton,6.0,5.0,50,107.602,108.9448,2.502424364,5.0,5.0,1,20.324,9.0,9.0,20.324,1.0,20.324,8,5.0,Azerbaijan Grand Prix,False,4,2023,42.4,26.7,20.20416667,16.1,24.0,68.79166667,1.5,1006.395833,16.0,2023,race,True,True,False,False,True,3,True,False,True
HUL,1:42.755,,,25.0,108.974577,25.0,Haas F1 Team,HUL,hulkenberg,17.0,20.0,50,108.731,112.2018,5.857033652,5.0,5.0,1,24.748,49.0,49.0,24.748,1.0,24.748,0,17.0,Azerbaijan Grand Prix,False,4,2023,42.4,26.7,20.20416667,16.1,24.0,68.79166667,1.5,1006.395833,16.0,2023,race,False,False,True,False,False,1,True,False,True
LEC,1:41.269,1:41.037,1:40.203,25.0,106.289375,25.5,Ferrari,LEC,leclerc,3.0,1.0,50,107.656,108.3278,1.013898269,5.0,5.0,1,21.126,11.0,11.0,21.126,1.0,21.126,15,1.0,Azerbaijan Grand Prix,False,4,2023,42.4,26.7,20.20416667,16.1,24.0,68.79166667,1.5,1006.395833,16.0,2023,race,True,True,False,False,True,3,True,False,True
MAG,1:43.417,,,25.0,109.252897,25.5,Haas F1 Team,MAG,kevin_magnussen,13.0,16.0,50,108.629,111.091,4.302025511,5.0,5.0,1,30.951,10.0,10.0,30.951,1.0,30.951,0,18.0,Azerbaijan Grand Prix,False,4,2023,42.4,26.7,20.20416667,16.1,24.0,68.79166667,1.5,1006.395833,16.0,2023,race,False,False,True,False,False,1,True,False,True
NOR,1:42.154,1:41.485,1:41.281,25.0,109.195875,25.5,McLaren,NOR,norris,9.0,7.0,50,108.08,109.6844,3.2146977,5.0,5.0,1,20.346,9.0,9.0,20.346,1.0,20.346,2,7.0,Azerbaijan Grand Prix,False,4,2023,42.4,26.7,20.20416667,16.1,24.0,68.79166667,1.5,1006.395833,16.0,2023,race,True,True,False,False,True,3,True,False,True
OCO,1:42.622,1:41.798,,25.0,108.673086,25.5,Alpine,OCO,ocon,15.0,19.0,50,109.005,112.0074,5.880838274,5.0,5.0,1,20.367,50.0,50.0,20.367,1.0,20.367,0,12.0,Azerbaijan Grand Prix,False,4,2023,42.4,26.7,20.20416667,16.1,24.0,68.79166667,1.5,1006.395833,16.0,2023,race,True,False,False,True,False,2,True,False,True
PER,1:41.131,1:41.131,1:40.495,25.0,105.785541,25.5,Red Bull Racing,PER,perez,1.0,3.0,50,107.404,108.3532,1.692229063,5.0,5.0,1,20.389,11.0,11.0,20.389,1.0,20.389,25,3.0,Azerbaijan Grand Prix,False,4,2023,42.4,26.7,20.20416667,16.1,24.0,68.79166667,1.5,1006.395833,16.0,2023,race,True,True,False,False,True,3,True,False,True
PIA,1:42.455,1:41.636,1:41.611,25.0,109.597166,25.5,McLaren,PIA,piastri,11.0,10.0,50,108.298,110.559,3.919205659,5.0,5.0,1,20.902,8.0,8.0,20.902,1.0,20.902,0,10.0,Azerbaijan Grand Prix,False,4,2023,42.4,26.7,20.20416667,16.1,24.0,68.79166667,1.5,1006.395833,16.0,2023,race,True,True,False,False,True,3,True,False,True
RUS,1:42.073,1:41.654,,25.0,107.124195,17.0,Mercedes,RUS,russell,8.0,11.0,50,107.908,109.963,3.610046122,5.0,5.0,2,20.924,11.0,49.0,20.459,2.0,41.848,5,11.0,Azerbaijan Grand Prix,False,4,2023,42.4,26.7,20.20416667,16.1,24.0,68.79166667,1.5,1006.395833,16.0,2023,race,True,False,False,True,False,2,True,True,False
SAI,1:42.197,1:41.016,1:41.016,25.0,106.84575,25.5,Ferrari,SAI,sainz,5.0,4.0,50,107.774,108.8244,2.13656507,5.0,5.0,1,21.97,11.0,11.0,21.97,1.0,21.97,10,4.0,Azerbaijan Grand Prix,False,4,2023,42.4,26.7,20.20416667,16.1,24.0,68.79166667,1.5,1006.395833,16.0,2023,race,True,True,False,False,True,3,True,False,True
SAR,1:42.242,1:42.395,,25.0,109.772125,25.5,Williams,SAR,sargeant,16.0,14.0,50,108.85,111.19,4.387004616,5.0,5.0,1,21.015,8.0,8.0,21.015,1.0,21.015,0,15.0,Azerbaijan Grand Prix,False,4,2023,42.4,26.7,20.20416667,16.1,24.0,68.79166667,1.5,1006.395833,16.0,2023,race,True,False,False,True,False,2,True,False,True
STR,1:42.524,1:41.576,1:41.611,25.0,107.055187,25.5,Aston Martin,STR,stroll,7.0,9.0,50,107.689,109.2666,2.976980568,5.0,5.0,1,23.161,11.0,11.0,23.161,1.0,23.161,6,9.0,Azerbaijan Grand Prix,False,4,2023,42.4,26.7,20.20416667,16.1,24.0,68.79166667,1.5,1006.395833,16.0,2023,race,True,True,False,False,True,3,True,False,True
TSU,1:42.234,1:41.569,1:41.581,25.0,109.499458,25.5,AlphaTauri,TSU,tsunoda,10.0,8.0,50,108.477,110.3912,3.80002121,5.0,5.0,1,20.497,8.0,8.0,20.497,1.0,20.497,1,8.0,Azerbaijan Grand Prix,False,4,2023,42.4,26.7,20.20416667,16.1,24.0,68.79166667,1.5,1006.395833,16.0,2023,race,True,True,False,False,True,3,True,False,True
VER,1:41.398,1:40.822,1:40.391,25.0,105.786404,25.5,Red Bull Racing,VER,max_verstappen,2.0,2.0,50,107.108,108.0848,1.346885184,5.0,5.0,1,20.707,10.0,10.0,20.707,1.0,20.707,18,2.0,Azerbaijan Grand Prix,False,4,2023,42.4,26.7,20.20416667,16.1,24.0,68.79166667,1.5,1006.395833,16.0,2023,race,True,True,False,False,True,3,True,False,True
ZHO,1:42.642,,,25.0,110.278757,18.0,Alfa Romeo,ZHO,zhou,19.0,15.0,50,109.096,111.6392,4.966266777,5.0,5.0,2,22.247,11.0,11.0,22.247,1.0,22.247,0,16.0,Azerbaijan Grand Prix,False,4,2023,42.4,26.7,20.20416667,16.1,24.0,68.79166667,1.5,1006.395833,16.0,2023,race,False,False,True,False,False,1,True,False,True
ALB,1:28.234,1:27.795,,27.7,93.168254,28.5,Williams,ALB,albon,14.0,11.0,55,93.842,96.1584,4.048514579,5.0,5.0,1,22.482,22.0,22.0,22.482,1.0,22.482,0,11.0,Miami Grand Prix,False,5,2023,37.9,26.9,24.1,21.3,24.0,75.33333333,2.1,1019.204167,18.6125,2023,race,True,False,False,True,False,2,True,False,True
ALO,1:28.179,1:27.097,1:27.202,27.7,92.367509,28.5,Aston Martin,ALO,alonso,3.0,2.0,55,93.258,94.3818,1.638608922,5.0,5.0,1,22.631,24.0,24.0,22.631,1.0,22.631,15,2.0,Miami Grand Prix,False,5,2023,37.9,26.9,24.1,21.3,24.0,75.33333333,2.1,1019.204167,18.6125,2023,race,True,True,False,False,True,3,True,False,True
BOT,1:27.864,1:27.564,,27.7,93.123127,28.5,Alfa Romeo,BOT,bottas,13.0,10.0,55,93.933,95.908,3.090520668,5.0,5.0,1,23.158,15.0,15.0,23.158,1.0,23.158,0,10.0,Miami Grand Prix,False,5,2023,37.9,26.9,24.1,21.3,24.0,75.33333333,2.1,1019.204167,18.6125,2023,race,True,False,False,True,False,2,True,False,True
DEV,1:28.325,1:28.395,,27.7,93.422745,28.5,AlphaTauri,DEV,de_vries,18.0,15.0,55,94.126,97.4036,6.055460123,5.0,5.0,1,23.487,15.0,15.0,23.487,1.0,23.487,0,15.0,Miami Grand Prix,False,5,2023,37.9,26.9,24.1,21.3,24.0,75.33333333,2.1,1019.204167,18.6125,2023,race,True,False,False,True,False,2,True,False,True
GAS,1:28.061,1:27.612,1:27.786,27.7,92.862836,28.5,Alpine,GAS,gasly,8.0,5.0,55,93.372,94.6726,2.307408893,5.0,5.0,1,22.417,15.0,15.0,22.417,1.0,22.417,4,5.0,Miami Grand Prix,False,5,2023,37.9,26.9,24.1,21.3,24.0,75.33333333,2.1,1019.204167,18.6125,2023,race,True,True,False,False,True,3,True,False,True
HAM,1:27.846,1:27.975,,27.7,92.846945,28.5,Mercedes,HAM,hamilton,6.0,13.0,55,93.803,96.2506,4.554071673,5.0,5.0,1,22.15,37.0,37.0,22.15,1.0,22.15,8,13.0,Miami Grand Prix,False,5,2023,37.9,26.9,24.1,21.3,24.0,75.33333333,2.1,1019.204167,18.6125,2023,race,True,False,False,True,False,2,True,False,True
HUL,1:27.945,1:27.903,,27.7,93.176218,28.5,Haas F1 Team,HUL,hulkenberg,15.0,12.0,55,93.708,96.013,3.80373665,5.0,5.0,1,23.12,33.0,33.0,23.12,1.0,23.12,0,12.0,Miami Grand Prix,False,5,2023,37.9,26.9,24.1,21.3,24.0,75.33333333,2.1,1019.204167,18.6125,2023,race,True,False,False,True,False,2,True,False,True
LEC,1:27.713,1:26.964,1:27.861,27.7,92.824636,28.5,Ferrari,LEC,leclerc,7.0,7.0,55,93.426,95.6368,2.730093625,5.0,5.0,1,22.068,17.0,17.0,22.068,1.0,22.068,6,7.0,Miami Grand Prix,False,5,2023,37.9,26.9,24.1,21.3,24.0,75.33333333,2.1,1019.204167,18.6125,2023,race,True,True,False,False,True,3,True,False,True
MAG,1:27.809,1:27.673,1:27.767,27.7,93.001727,28.5,Haas F1 Team,MAG,kevin_magnussen,10.0,4.0,55,93.281,95.4714,3.057955248,5.0,5.0,1,22.616,14.0,14.0,22.616,1.0,22.616,1,4.0,Miami Grand Prix,False,5,2023,37.9,26.9,24.1,21.3,24.0,75.33333333,2.1,1019.204167,18.6125,2023,race,True,True,False,False,True,3,True,False,True
NOR,1:28.394,,,27.7,93.393709,28.5,McLaren,NOR,norris,17.0,16.0,55,93.869,101.3216,7.395554766,5.0,5.0,1,24.09,4.0,4.0,24.09,1.0,24.09,0,16.0,Miami Grand Prix,False,5,2023,37.9,26.9,24.1,21.3,24.0,75.33333333,2.1,1019.204167,18.6125,2023,race,False,False,True,False,False,1,True,False,True
OCO,1:27.872,1:27.444,1:27.935,27.7,92.965945,28.5,Alpine,OCO,ocon,9.0,8.0,55,93.355,95.8076,3.627488153,5.0,5.0,1,21.942,39.0,39.0,21.942,1.0,21.942,2,8.0,Miami Grand Prix,False,5,2023,37.9,26.9,24.1,21.3,24.0,75.33333333,2.1,1019.204167,18.6125,2023,race,True,True,False,False,True,3,True,False,True
PER,1:27.713,1:27.328,1:26.841,27.7,91.980654,28.5,Red Bull Racing,PER,perez,2.0,1.0,55,93.079,94.0014,1.268355352,5.0,5.0,1,21.884,20.0,20.0,21.884,1.0,21.884,18,1.0,Miami Grand Prix,False,5,2023,37.9,26.9,24.1,21.3,24.0,75.33333333,2.1,1019.204167,18.6125,2023,race,True,True,False,False,True,3,True,False,True
PIA,1:28.484,,,27.7,93.921574,28.0,McLaren,PIA,piastri,19.0,19.0,55,93.952,97.442,4.573026733,5.0,5.0,1,22.205,5.0,5.0,22.205,1.0,22.205,0,19.0,Miami Grand Prix,False,5,2023,37.9,26.9,24.1,21.3,24.0,75.33333333,2.1,1019.204167,18.6125,2023,race,False,False,True,False,False,1,True,False,True
RUS,1:28.086,1:27.743,1:27.804,27.7,92.4722,28.5,Mercedes,RUS,russell,4.0,6.0,55,93.64,94.941,2.538249298,5.0,5.0,1,22.335,17.0,17.0,22.335,1.0,22.335,12,6.0,Miami Grand Prix,False,5,2023,37.9,26.9,24.1,21.3,24.0,75.33333333,2.1,1019.204167,18.6125,2023,race,True,True,False,False,True,3,True,False,True
SAI,1:27.686,1:27.148,1:27.349,27.7,92.580127,28.5,Ferrari,SAI,sainz,5.0,3.0,55,93.249,94.5182,2.021970994,5.0,5.0,1,22.278,18.0,18.0,22.278,1.0,22.278,10,3.0,Miami Grand Prix,False,5,2023,37.9,26.9,24.1,21.3,24.0,75.33333333,2.1,1019.204167,18.6125,2023,race,True,True,False,False,True,3,True,False,True
SAR,1:28.577,,,27.7,93.627981,28.0,Williams,SAR,sargeant,20.0,20.0,55,93.587,106.2158,17.3341337,5.0,5.0,1,48.938,2.0,2.0,48.938,1.0,48.938,0,20.0,Miami Grand Prix,False,5,2023,37.9,26.9,24.1,21.3,24.0,75.33333333,2.1,1019.204167,18.6125,2023,race,False,False,True,False,False,1,True,False,True
STR,1:28.476,,,27.7,93.077636,28.5,Aston Martin,STR,stroll,12.0,18.0,55,93.637,96.79,5.371290069,5.0,5.0,1,22.651,42.0,42.0,22.651,1.0,22.651,0,18.0,Miami Grand Prix,False,5,2023,37.9,26.9,24.1,21.3,24.0,75.33333333,2.1,1019.204167,18.6125,2023,race,False,False,True,False,False,1,True,False,True
TSU,1:28.429,,,27.7,93.073236,28.5,AlphaTauri,TSU,tsunoda,11.0,17.0,55,93.698,96.5658,5.16594427,5.0,5.0,1,22.39,36.0,36.0,22.39,1.0,22.39,0,17.0,Miami Grand Prix,False,5,2023,37.9,26.9,24.1,21.3,24.0,75.33333333,2.1,1019.204167,18.6125,2023,race,False,False,True,False,False,1,True,False,True
VER,1:27.363,1:26.814,,27.7,91.932036,28.5,Red Bull Racing,VER,max_verstappen,1.0,9.0,55,92.875,95.1842,3.712549892,5.0,5.0,1,22.688,45.0,45.0,22.688,1.0,22.688,26,9.0,Miami Grand Prix,False,5,2023,37.9,26.9,24.1,21.3,24.0,75.33333333,2.1,1019.204167,18.6125,2023,race,True,False,False,True,False,2,True,False,True
ZHO,1:28.180,1:28.091,,27.7,93.294072,28.5,Alfa Romeo,ZHO,zhou,16.0,14.0,55,93.613,96.6638,5.22344663,5.0,5.0,1,22.796,31.0,31.0,22.796,1.0,22.796,0,14.0,Miami Grand Prix,False,5,2023,37.9,26.9,24.1,21.3,24.0,75.33333333,2.1,1019.204167,18.6125,2023,race,True,False,False,True,False,2,True,False,True
ALB,1:12.706,1:12.527,,25.3,85.170547,25.66666667,Williams,ALB,albon,14.0,13.0,43,79.967,83.3078,6.333359196,5.0,5.0,2,25.64,18.0,52.0,24.29,2.0,51.28,0,13.0,Monaco Grand Prix,False,6,2023,39.7,24.4,21.475,18.0,24.0,71.25,6.9,1014.204167,5.841666667,2023,race,True,False,False,True,False,2,True,True,False
ALO,1:12.886,1:12.107,1:11.449,25.3,82.858986,26.0,Aston Martin,ALO,alonso,2.0,2.0,43,77.939,80.2002,3.04159953,5.0,5.0,2,25.165,54.0,55.0,24.414,2.0,50.33,18,2.0,Monaco Grand Prix,False,6,2023,39.7,24.4,21.475,18.0,24.0,71.25,6.9,1014.204167,5.841666667,2023,race,True,True,False,False,True,3,True,True,False
BOT,1:13.038,1:12.625,,25.3,84.789373,38.5,Alfa Romeo,BOT,bottas,11.0,15.0,43,80.021,83.488,7.506497952,5.0,5.0,1,30.395,51.0,51.0,30.395,1.0,30.395,0,15.0,Monaco Grand Prix,False,6,2023,39.7,24.4,21.475,18.0,24.0,71.25,6.9,1014.204167,5.841666667,2023,race,True,False,False,True,False,2,True,False,True
DEV,1:13.054,1:12.428,,25.3,84.835253,38.5,AlphaTauri,DEV,de_vries,12.0,12.0,43,79.79,83.1918,5.778651157,5.0,5.0,1,24.539,53.0,53.0,24.539,1.0,24.539,0,12.0,Monaco Grand Prix,False,6,2023,39.7,24.4,21.475,18.0,24.0,71.25,6.9,1014.204167,5.841666667,2023,race,True,False,False,True,False,2,True,False,True
GAS,1:13.033,1:12.169,1:11.933,25.3,83.74154,26.0,Alpine,GAS,gasly,7.0,7.0,43,78.893,81.8178,4.457460454,5.0,5.0,2,26.9255,47.0,54.0,23.902,2.0,53.851,6,7.0,Monaco Grand Prix,False,6,2023,39.7,24.4,21.475,18.0,24.0,71.25,6.9,1014.204167,5.841666667,2023,race,True,True,False,False,True,3,True,True,False
HAM,1:12.872,1:12.156,1:11.725,25.3,83.54954,26.0,Mercedes,HAM,hamilton,4.0,5.0,43,78.736,81.4618,4.041012089,5.0,5.0,2,25.6395,31.0,54.0,24.594,2.0,51.279,13,6.0,Monaco Grand Prix,False,6,2023,39.7,24.4,21.475,18.0,24.0,71.25,6.9,1014.204167,5.841666667,2023,race,True,True,False,False,True,3,True,True,False
